,audiofilename,audio_entropy,t0,t1,t2,t3,t4,t5,t6,t7,t8,payloadsize,audiofilesize,audiofileobjectsize,audio_length,f_t0,f_t1,f_t2,f_t3,f_t4,f_t5,f_t6
2731,4198349.wav,12.2165294345,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470563.35443,1543470570.8124301,1543470570.82266,1543470570.82291,1543470570.87241,164,82472,64,2,1543470563.35444,1543470563.35446,1543470563.35463,1543470563.35766,1543470569.59081,1543470570.81235,1543470570.8124099
2732,2012728.wav,13.016335868499999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470570.92769,1543470576.82159,1543470576.8807302,1543470576.8809,1543470576.91701,156,67420,64,2,1543470570.9277,1543470570.9277198,1543470570.9279199,1543470570.931,1543470575.26782,1543470576.82154,1543470576.8215802
2733,2631685.wav,12.394676739600001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470576.97481,1543470583.0422099,1543470583.05765,1543470583.05791,1543470583.12174,149,67434,64,2,1543470576.97482,1543470576.97484,1543470576.97501,1543470576.97836,1543470581.7439,1543470583.04213,1543470583.04219
2734,280033.wav,11.897409724500001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470583.17555,1543470589.76088,1543470589.86251,1543470589.8627698,1543470589.91676,153,61040,63,1,1543470583.17556,1543470583.17557,1543470583.17575,1543470583.17873,1543470588.2113302,1543470589.76081,1543470589.76087
2735,5104950.wav,12.9586651779,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470589.9657302,1543470597.30308,1543470597.32043,1543470597.3206902,1543470597.37294,161,85984,64,2,1543470589.96574,1543470589.96576,1543470589.96593,1543470589.9691,1543470595.7758,1543470597.303,1543470597.30306
2736,2236807.wav,12.721550054300002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470597.42994,1543470601.59456,1543470601.60287,1543470601.6031199,1543470601.6561801,145,57788,64,1,1543470597.42995,1543470597.42997,1543470597.4301698,1543470597.43311,1543470600.52499,1543470601.59448,1543470601.59454
2737,5916771.wav,12.5106830987,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470601.70572,1543470608.25794,1543470608.30452,1543470608.30468,1543470608.33477,161,66466,64,2,1543470601.70573,1543470601.70575,1543470601.70592,1543470601.7088099,1543470605.9959302,1543470608.25788,1543470608.25792
2738,1027990.wav,13.1552876766,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470608.38146,1543470613.4210901,1543470613.4278,1543470613.42805,1543470613.4814901,155,69020,64,2,1543470608.38147,1543470608.38149,1543470608.38169,1543470608.3848,1543470611.74397,1543470613.42101,1543470613.4210699
2739,41229.wav,12.4402515199,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470613.53855,1543470619.8489401,1543470619.94401,1543470619.94427,1543470620.0,144,51436,62,1,1543470613.53856,1543470613.5385802,1543470613.5387402,1543470613.54177,1543470618.51215,1543470619.84886,1543470619.8489199
2740,2011642.wav,12.4542141493,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470620.0466301,1543470623.68341,1543470623.72339,1543470623.72365,1543470623.77654,150,49816,64,1,1543470620.0466402,1543470620.04666,1543470620.04686,1543470620.05029,1543470622.9440699,1543470623.68333,1543470623.6833901
2741,5158782.wav,12.5079384953,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470623.8233302,1543470632.33841,1543470632.35177,1543470632.35203,1543470632.4072402,166,82474,64,2,1543470623.8233302,1543470623.82335,1543470623.82352,1543470623.8266,1543470630.98574,1543470632.33833,1543470632.33839
2742,1543614.wav,13.421469328299999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470632.4628901,1543470641.03913,1543470641.24047,1543470641.24074,1543470641.29315,160,81826,64,2,1543470632.4629,1543470632.46292,1543470632.46312,1543470632.46615,1543470638.70724,1543470641.03905,1543470641.03911
2743,4664542.wav,12.26195346,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470641.35655,1543470651.41199,1543470651.49366,1543470651.49383,1543470651.52421,161,74468,64,2,1543470641.35656,1543470641.35658,1543470641.35675,1543470641.3604,1543470649.3204699,1543470651.4119,1543470651.41197
2744,5749916.wav,12.6983129795,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470651.55358,1543470658.93347,1543470658.9451098,1543470658.94537,1543470658.9986901,155,71262,64,2,1543470651.55359,1543470651.5536,1543470651.55372,1543470651.55595,1543470657.99144,1543470658.9333901,1543470658.93345
2745,3923769.wav,12.572196063,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470659.05268,1543470669.0413198,1543470669.0737,1543470669.0739698,1543470669.13045,182,120894,64,3,1543470659.05269,1543470659.05271,1543470659.05289,1543470659.05586,1543470667.26002,1543470669.04124,1543470669.0413
2746,2780778.wav,11.7482537815,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470669.18866,1543470674.47077,1543470674.47501,1543470674.47526,1543470674.52891,151,55258,64,1,1543470669.18867,1543470669.18869,1543470669.18886,1543470669.1919901,1543470673.4542801,1543470674.47069,1543470674.47075
2747,2643392.wav,12.7037606529,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470674.57711,1543470683.26382,1543470683.3382301,1543470683.33849,1543470683.3942199,157,72222,64,2,1543470674.5771198,1543470674.57714,1543470674.5773199,1543470674.58039,1543470680.9447,1543470683.26374,1543470683.2638
2748,5735571.wav,12.277922014400001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470683.449,1543470689.44711,1543470689.48409,1543470689.48436,1543470689.53542,158,73182,64,2,1543470683.44901,1543470683.4490302,1543470683.44921,1543470683.45249,1543470687.94644,1543470689.44703,1543470689.4470901
2749,1221666.wav,12.843820470699999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470689.5828302,1543470698.20155,1543470698.2151198,1543470698.2153802,1543470698.27079,160,65846,64,2,1543470689.58284,1543470689.58285,1543470689.5829802,1543470689.58507,1543470696.4164698,1543470698.20147,1543470698.20153
2750,4497700.wav,12.720635958499999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470698.3233302,1543470703.85825,1543470703.86488,1543470703.86515,1543470703.91823,159,71266,64,2,1543470698.32334,1543470698.32336,1543470698.32354,1543470698.32647,1543470702.93453,1543470703.85817,1543470703.85823
2751,2026935.wav,12.0217986124,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470703.97186,1543470714.6616,1543470714.69945,1543470714.69971,1543470714.74619,167,94634,64,2,1543470703.97187,1543470703.97189,1543470703.97209,1543470703.9749699,1543470713.0680199,1543470714.66152,1543470714.66158
2752,1628159.wav,11.5552696868,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470714.77615,1543470718.43272,1543470718.4341302,1543470718.4342802,1543470718.4885,147,44370,64,1,1543470714.77615,1543470714.77616,1543470714.7763,1543470714.77845,1543470717.71404,1543470718.4326599,1543470718.4327
2753,3219329.wav,12.074214038900001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470718.53199,1543470724.3554401,1543470724.35714,1543470724.3573,1543470724.3877401,155,61020,64,1,1543470718.532,1543470718.5320199,1543470718.53219,1543470718.53505,1543470722.77445,1543470724.35539,1543470724.3554301
2754,5736343.wav,12.5280460019,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470724.4340699,1543470729.8166199,1543470729.8262699,1543470729.82652,1543470729.8768198,157,61664,64,1,1543470724.4340801,1543470724.4341,1543470724.43427,1543470724.43714,1543470728.00755,1543470729.81654,1543470729.8166099
2755,5272699.wav,12.6116988678,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470729.92678,1543470734.9419901,1543470734.94619,1543470734.94635,1543470734.98239,155,63260,64,1,1543470729.92679,1543470729.92681,1543470729.92699,1543470729.93016,1543470733.79576,1543470734.94194,1543470734.9419801
2756,435636.wav,12.2683743971,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470735.03125,1543470741.51857,1543470741.52442,1543470741.52467,1543470741.58072,156,66464,63,2,1543470735.03126,1543470735.03128,1543470735.03145,1543470735.03437,1543470739.17436,1543470741.51849,1543470741.51855
2757,2249395.wav,12.7815022356,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470741.63164,1543470746.05388,1543470746.1122801,1543470746.11254,1543470746.16302,148,56214,64,1,1543470741.63165,1543470741.63167,1543470741.63187,1543470741.63483,1543470745.02056,1543470746.05379,1543470746.05385
2758,2111512.wav,12.1728393804,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470746.2109401,1543470749.0272,1543470749.03069,1543470749.03085,1543470749.07581,138,41804,64,1,1543470746.21095,1543470746.21097,1543470746.21118,1543470746.21436,1543470748.38525,1543470749.02715,1543470749.02719
2759,5154784.wav,12.4099570198,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470749.12021,1543470755.31398,1543470755.38247,1543470755.38273,1543470755.43819,156,76064,64,2,1543470749.12022,1543470749.12024,1543470749.12042,1543470749.1234,1543470753.24828,1543470755.31389,1543470755.31396
2760,3801892.wav,12.5271877375,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470755.49152,1543470760.5190802,1543470760.52518,1543470760.52535,1543470760.55825,158,71278,64,2,1543470755.4915302,1543470755.49155,1543470755.49172,1543470755.4948199,1543470758.84667,1543470760.5190198,1543470760.51907
2761,3447108.wav,12.6285644851,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470760.6143599,1543470769.3873901,1543470769.4888198,1543470769.48909,1543470769.54391,167,93990,64,2,1543470760.6143699,1543470760.6143901,1543470760.61457,1543470760.6176,1543470767.18836,1543470769.38731,1543470769.3873699
2762,2033111.wav,12.6196367025,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470769.60155,1543470776.0889099,1543470776.14591,1543470776.1461802,1543470776.21364,151,69016,64,2,1543470769.6015599,1543470769.6015801,1543470769.6017802,1543470769.60503,1543470774.8334599,1543470776.08882,1543470776.08889
2763,3343219.wav,11.935342673800001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470776.2665,1543470783.3076599,1543470783.31365,1543470783.3139,1543470783.3647,149,68052,64,2,1543470776.26651,1543470776.26653,1543470776.2667,1543470776.27002,1543470782.16856,1543470783.30757,1543470783.30764
2764,6120687.wav,12.7912815353,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470783.41517,1543470792.17873,1543470792.2042198,1543470792.20449,1543470792.2549,168,79276,64,2,1543470783.41518,1543470783.4152,1543470783.41537,1543470783.41832,1543470790.07862,1543470792.17865,1543470792.17871
2765,2539015.wav,12.382598526099999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470792.31295,1543470801.65594,1543470801.66884,1543470801.6691,1543470801.7232401,167,79274,64,2,1543470792.31296,1543470792.3129802,1543470792.31318,1543470792.3162198,1543470799.4531698,1543470801.65586,1543470801.65592
2766,3157007.wav,12.616695661800001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470801.77687,1543470809.87609,1543470809.88714,1543470809.88731,1543470809.91928,164,81188,64,2,1543470801.77688,1543470801.7769,1543470801.77708,1543470801.78016,1543470808.31953,1543470809.87604,1543470809.87608
2767,2540034.wav,11.8601720892,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470809.96819,1543470817.47281,1543470817.49851,1543470817.49876,1543470817.55376,163,83762,64,2,1543470809.9682,1543470809.96822,1543470809.96842,1543470809.97158,1543470815.9189599,1543470817.4727302,1543470817.47279
2768,3831746.wav,12.434242756,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470817.60338,1543470824.42011,1543470824.44669,1543470824.44695,1543470824.50041,158,77980,64,2,1543470817.60339,1543470817.60341,1543470817.60358,1543470817.60656,1543470822.52872,1543470824.42003,1543470824.42009
2769,3618734.wav,12.331904885999998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470824.5511198,1543470831.95503,1543470831.96871,1543470831.9689698,1543470832.0192199,160,70320,64,2,1543470824.55113,1543470824.55115,1543470824.55133,1543470824.55437,1543470830.0376801,1543470831.95495,1543470831.95501
2770,3405188.wav,12.520944350399999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470832.07231,1543470836.9402099,1543470836.9728801,1543470836.97313,1543470837.0295,150,61016,64,1,1543470832.07232,1543470832.07234,1543470832.07252,1543470832.0754302,1543470835.15716,1543470836.94013,1543470836.94019
2771,5366322.wav,12.662717423,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470837.07652,1543470842.2021801,1543470842.2091,1543470842.20935,1543470842.26333,150,65174,64,2,1543470837.07653,1543470837.07655,1543470837.07672,1543470837.07986,1543470840.69434,1543470842.2021,1543470842.20216
2772,2540057.wav,12.5541152203,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470842.31245,1543470850.3134599,1543470850.32931,1543470850.3295698,1543470850.3808901,163,80228,64,2,1543470842.31246,1543470842.31247,1543470842.31267,1543470842.3155699,1543470847.94251,1543470850.31338,1543470850.31344
2773,2111318.wav,12.0866156218,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470850.43579,1543470855.2319698,1543470855.24736,1543470855.2476199,1543470855.2986698,144,45010,64,1,1543470850.4358,1543470850.4358199,1543470850.43602,1543470850.43904,1543470854.5968401,1543470855.23189,1543470855.23195
2774,2540560.wav,12.1426369723,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470855.3442302,1543470863.5889401,1543470863.6179998,1543470863.61827,1543470863.6702,158,78628,64,2,1543470855.34424,1543470855.34426,1543470855.3445,1543470855.34748,1543470861.88346,1543470863.58886,1543470863.5889199
2775,1867976.wav,12.229415375999999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470863.72117,1543470870.2214699,1543470870.2404,1543470870.24067,1543470870.29276,150,57816,64,1,1543470863.72118,1543470863.7212,1543470863.7214,1543470863.72437,1543470867.86582,1543470870.2214,1543470870.2214599
2776,2007575.wav,12.114737726500001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470870.34011,1543470879.09322,1543470879.1089199,1543470879.10918,1543470879.16075,152,56218,64,1,1543470870.3401198,1543470870.34014,1543470870.3403401,1543470870.3433,1543470876.76903,1543470879.0931401,1543470879.0932
2777,5938171.wav,12.168447284900001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470879.20565,1543470885.54253,1543470885.54798,1543470885.5482302,1543470885.59698,156,71264,64,2,1543470879.2056599,1543470879.2056801,1543470879.20585,1543470879.2088401,1543470884.1108902,1543470885.54245,1543470885.54251
2778,4015254.wav,12.4222661042,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470885.64862,1543470894.42529,1543470894.4777699,1543470894.47803,1543470894.53054,168,84076,64,2,1543470885.6486301,1543470885.64865,1543470885.64882,1543470885.65184,1543470892.74312,1543470894.42522,1543470894.4252698
2779,2376532.wav,12.2893595923,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470894.58737,1543470900.3584,1543470900.36936,1543470900.3696198,1543470900.42217,153,73820,64,2,1543470894.5873802,1543470894.58739,1543470894.5876,1543470894.59079,1543470899.38269,1543470900.35832,1543470900.35838
2780,2539846.wav,12.5733978326,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470900.47374,1543470911.08477,1543470911.09914,1543470911.0994,1543470911.15162,164,75430,64,2,1543470900.47375,1543470900.47377,1543470900.4739802,1543470900.47695,1543470907.97082,1543470911.08468,1543470911.08474
2781,2642147.wav,12.8940372095,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470911.2056801,1543470918.39158,1543470918.43799,1543470918.43816,1543470918.4694,162,88226,64,2,1543470911.2056901,1543470911.20571,1543470911.20589,1543470911.2088802,1543470916.30786,1543470918.3915,1543470918.39156
