audiofilename,audio_entropy,t0,t1,t2,t3,t4,t5,t6,t7,t8,payloadsize,audiofilesize,audiofileobjectsize,audio_length,f_t0,f_t1,f_t2,f_t3,f_t4,f_t5,f_t6,flight_time,iothub_time,end_to_end_time,messagesendutctime,iothubutctime,s3creationutctime,audiotranslation
3202576.wav,12.297918727799999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470377.7116,1543470386.6714098,1543470386.7709801,1543470386.77125,1543470386.82207,166,91432,64,2,1543470377.71161,1543470377.71163,1543470377.7118,1543470377.71487,1543470384.7030199,1543470386.67133,1543470386.67139,37.968,191.0,228.968,2018-11-29 05:46:26.771032,2018-11-29 05:46:26.809000,2018-11-29 05:46:27.000000,tom went to boston without telling us
2537481.wav,12.9307904073,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470386.87692,1543470395.63471,1543470395.70016,1543470395.7004302,1543470395.75316,179,110002,64,3,1543470386.87693,1543470386.87695,1543470386.87716,1543470386.88055,1543470393.17762,1543470395.63462,1543470395.63469,38.788,261.0,299.788,2018-11-29 05:46:35.700212,2018-11-29 05:46:35.739000,2018-11-29 05:46:36.000000,con el the glass filled with wine in his left hand
40624.wav,12.1238361296,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470395.815,1543470400.92006,1543470400.9386,1543470400.93886,1543470400.99346,149,63256,62,1,1543470395.81501,1543470395.81503,1543470395.8152,1543470395.81835,1543470400.12895,1543470400.91997,1543470400.9200401,55.354,1006.0,1061.3539999999996,2018-11-29 05:46:40.938646,2018-11-29 05:46:40.994000,2018-11-29 05:46:42.000000,do you mind if i smoke
2713207.wav,12.105077503099999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470401.0417,1543470407.48388,1543470407.5537,1543470407.5539598,1543470407.60279,155,72222,64,2,1543470401.04171,1543470401.04172,1543470401.04191,1543470401.04486,1543470405.99164,1543470407.4838,1543470407.48386,40.251999999999995,406.0,446.25199999999995,2018-11-29 05:46:47.553748,2018-11-29 05:46:47.594000,2018-11-29 05:46:48.000000,talk talk mary how to read
1095515.wav,13.2667003804,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470407.64767,1543470413.9732401,1543470413.97835,1543470413.9786,1543470414.0360901,172,104238,64,3,1543470407.64768,1543470407.64769,1543470407.64782,1543470407.65014,1543470412.06493,1543470413.97316,1543470413.9732199,45.606,976.0,1021.6060000000001,2018-11-29 05:46:53.978394,2018-11-29 05:46:54.024000,2018-11-29 05:46:55.000000,tom certainly deserves to receive the award
1177568.wav,12.950518658,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470414.10037,1543470418.77155,1543470418.81863,1543470418.81889,1543470418.87206,154,67414,64,2,1543470414.1003802,1543470414.1004,1543470414.10061,1543470414.10348,1543470417.38009,1543470418.7714698,1543470418.7715302,38.324,143.0,181.324,2018-11-29 05:46:58.818676,2018-11-29 05:46:58.857000,2018-11-29 05:46:59.000000,tom has time to like this
2891872.wav,12.0093655637,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470418.92631,1543470423.04101,1543470423.0437698,1543470423.04401,1543470423.09604,147,54612,64,1,1543470418.9263198,1543470418.92634,1543470418.9265099,1543470418.92955,1543470422.38027,1543470423.04093,1543470423.04099,41.18899999999999,915.0,956.189,2018-11-29 05:47:03.043811,2018-11-29 05:47:03.085000,2018-11-29 05:47:04.000000,take some time off
4500085.wav,12.0866223625,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470423.14113,1543470427.93663,1543470427.9416401,1543470427.94189,1543470427.9988801,146,49166,64,1,1543470423.14114,1543470423.14116,1543470423.14134,1543470423.14445,1543470426.57484,1543470427.93655,1543470427.93662,41.318000000000005,1017.0,1058.318,2018-11-29 05:47:07.941682,2018-11-29 05:47:07.983000,2018-11-29 05:47:09.000000,i love performing
4662850.wav,13.0996726097,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470428.04408,1543470439.63467,1543470439.72071,1543470439.7209802,1543470439.77262,184,116090,64,3,1543470428.0441,1543470428.04411,1543470428.04429,1543470428.0472698,1543470437.02249,1543470439.6345901,1543470439.63465,38.236999999999995,241.0,279.237,2018-11-29 05:47:19.720763,2018-11-29 05:47:19.759000,2018-11-29 05:47:20.000000,i thought i'd visit home in the hospital this afternoon
2315166.wav,12.6376005454,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470439.83735,1543470449.18785,1543470449.33512,1543470449.33539,1543470449.39092,153,64220,64,2,1543470439.83736,1543470439.8373802,1543470439.83759,1543470439.84096,1543470446.8036,1543470449.18777,1543470449.18783,39.832,625.0,664.832,2018-11-29 05:47:29.335168,2018-11-29 05:47:29.375000,2018-11-29 05:47:30.000000,this cd is mine isn't it
3151396.wav,12.6101698278,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470449.4413,1543470455.4244199,1543470455.4444199,1543470455.44468,1543470455.4981,157,67412,64,2,1543470449.44131,1543470449.4413302,1543470449.44151,1543470449.44489,1543470454.2606301,1543470455.42434,1543470455.4244,41.534,514.0,555.534,2018-11-29 05:47:35.444466,2018-11-29 05:47:35.486000,2018-11-29 05:47:36.000000,i'll give you thirty dollars
3329505.wav,12.6567672214,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470455.5507,1543470461.2221699,1543470461.2413,1543470461.24156,1543470461.2935,159,76092,64,2,1543470455.55071,1543470455.55073,1543470455.5509,1543470455.5539598,1543470459.6956198,1543470461.22209,1543470461.22215,45.65000000000001,713.0,758.6500000000002,2018-11-29 05:47:41.241350,2018-11-29 05:47:41.287000,2018-11-29 05:47:42.000000,i should've worn short sleeves
3416918.wav,12.3058029182,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470461.34945,1543470467.94714,1543470467.98525,1543470467.98552,1543470468.03744,159,77982,64,2,1543470461.34946,1543470461.3494802,1543470461.34965,1543470461.35281,1543470466.57873,1543470467.9470599,1543470467.94712,37.695,977.0,1014.695,2018-11-29 05:47:47.985305,2018-11-29 05:47:48.023000,2018-11-29 05:47:49.000000,time is self centered isn't he
2079993.wav,12.9484220542,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470468.08906,1543470475.38315,1543470475.4274302,1543470475.4277,1543470475.47842,154,72246,64,2,1543470468.0890698,1543470468.08909,1543470468.0892901,1543470468.0924199,1543470473.0996199,1543470475.38307,1543470475.38313,51.51900000000001,521.0,572.519,2018-11-29 05:47:55.427481,2018-11-29 05:47:55.479000,2018-11-29 05:47:56.000000,my uncle gave me the swat
4494274.wav,12.4515734746,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470475.53647,1543470480.10238,1543470480.10443,1543470480.1046698,1543470480.15777,153,60376,64,1,1543470475.5364802,1543470475.5365,1543470475.53668,1543470475.54003,1543470478.9493802,1543470480.1023,1543470480.10236,46.532,849.0,895.5319999999999,2018-11-29 05:48:00.104468,2018-11-29 05:48:00.151000,2018-11-29 05:48:01.000000,it's extremely important
2646748.wav,12.3936700823,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470480.20878,1543470486.16467,1543470486.17586,1543470486.17611,1543470486.22762,149,48214,64,1,1543470480.20879,1543470480.2088099,1543470480.20899,1543470480.21293,1543470484.5418699,1543470486.1645901,1543470486.16465,39.094,785.0,824.0939999999998,2018-11-29 05:48:06.175906,2018-11-29 05:48:06.215000,2018-11-29 05:48:07.000000,what was in the oven
1029462.wav,13.5166845733,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470486.27294,1543470502.69657,1543470502.77478,1543470502.7750401,1543470502.8264198,192,137856,64,4,1543470486.27295,1543470486.27297,1543470486.27316,1543470486.27614,1543470499.80811,1543470502.69649,1543470502.69655,40.172,185.0,225.172,2018-11-29 05:48:22.774828,2018-11-29 05:48:22.815000,2018-11-29 05:48:23.000000,khan changed his mind about going out with mary and stayed home
4498299.wav,12.4690729086,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470502.90339,1543470509.74365,1543470509.75869,1543470509.75895,1543470509.81286,157,74464,64,2,1543470502.9034,1543470502.90342,1543470502.90359,1543470502.9068599,1543470508.65972,1543470509.7435699,1543470509.7436302,44.26,197.0,241.26,2018-11-29 05:48:29.758740,2018-11-29 05:48:29.803000,2018-11-29 05:48:30.000000,tom said he enjoyed the show
909592.wav,13.161300700999998,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470509.86743,1543470524.79649,1543470524.85302,1543470524.85329,1543470524.90929,211,136556,63,4,1543470509.86744,1543470509.86746,1543470509.86763,1543470509.87075,1543470522.2943199,1543470524.7964,1543470524.79647,42.928999999999995,104.0,146.929,2018-11-29 05:48:44.853071,2018-11-29 05:48:44.896000,2018-11-29 05:48:45.000000,you should always spend time doing things that help your children get ahead in life
252707.wav,12.590689642300001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470524.9835,1543470534.80985,1543470534.8208401,1543470534.8211,1543470534.87354,180,101048,63,3,1543470524.98351,1543470524.98353,1543470524.98374,1543470524.98686,1543470533.43425,1543470534.80968,1543470534.8098302,39.111,140.0,179.111,2018-11-29 05:48:54.820889,2018-11-29 05:48:54.860000,2018-11-29 05:48:55.000000,i don't know whether you're telling the truth or not
4014577.wav,12.6401474667,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470534.9309402,1543470542.73569,1543470542.85761,1543470542.8578699,1543470542.91275,169,85992,64,2,1543470534.93095,1543470534.93097,1543470534.93114,1543470534.93404,1543470540.39735,1543470542.73561,1543470542.7356699,39.346,103.0,142.346,2018-11-29 05:49:02.857654,2018-11-29 05:49:02.897000,2018-11-29 05:49:03.000000,tom didn't want to go swimming with mary
1663062.wav,12.4753528707,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470542.96806,1543470548.85569,1543470548.85993,1543470548.8601801,1543470548.91512,167,87274,64,2,1543470542.96807,1543470542.96809,1543470542.96829,1543470542.97167,1543470547.79444,1543470548.8556,1543470548.85567,45.03,95.0,140.03,2018-11-29 05:49:08.859970,2018-11-29 05:49:08.905000,2018-11-29 05:49:09.000000,my roommate complained about the noise
5938615.wav,12.1696540094,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470548.9718401,1543470552.60099,1543470552.60358,1543470552.6038198,1543470552.6572,154,63262,64,1,1543470548.97185,1543470548.97187,1543470548.97204,1543470548.97491,1543470551.91754,1543470552.60091,1543470552.60097,43.383,353.0,396.38300000000004,2018-11-29 05:49:12.603617,2018-11-29 05:49:12.647000,2018-11-29 05:49:13.000000,you're very conscientious
2247455.wav,12.4957012574,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470552.7030098,1543470556.12428,1543470556.1359,1543470556.13615,1543470556.1855,141,40206,64,1,1543470552.7030199,1543470552.7030401,1543470552.7032402,1543470552.7061698,1543470555.03653,1543470556.1242,1543470556.12426,38.058,826.0,864.058,2018-11-29 05:49:16.135942,2018-11-29 05:49:16.174000,2018-11-29 05:49:17.000000,i was asleep
4014535.wav,12.3252189625,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470556.22999,1543470563.20045,1543470563.25312,1543470563.25339,1543470563.30324,154,71262,64,2,1543470556.23,1543470556.2300198,1543470556.2302,1543470556.23313,1543470560.70403,1543470563.2003698,1543470563.2004302,37.831,709.0,746.831,2018-11-29 05:49:23.253169,2018-11-29 05:49:23.291000,2018-11-29 05:49:24.000000,is tom on any medications
4198349.wav,12.2165294345,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470563.35443,1543470570.8124301,1543470570.82266,1543470570.82291,1543470570.87241,164,82472,64,2,1543470563.35444,1543470563.35446,1543470563.35463,1543470563.35766,1543470569.59081,1543470570.81235,1543470570.8124099,48.297,129.0,177.297,2018-11-29 05:49:30.822703,2018-11-29 05:49:30.871000,2018-11-29 05:49:31.000000,let me write down the steps for you
2012728.wav,13.016335868499999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470570.92769,1543470576.82159,1543470576.8807302,1543470576.8809,1543470576.91701,156,67420,64,2,1543470570.9277,1543470570.9277198,1543470570.9279199,1543470570.931,1543470575.26782,1543470576.82154,1543470576.8215802,30.23,89.0,119.23,2018-11-29 05:49:36.880770,2018-11-29 05:49:36.911000,2018-11-29 05:49:37.000000,tom was married to want him
2631685.wav,12.394676739600001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470576.97481,1543470583.0422099,1543470583.05765,1543470583.05791,1543470583.12174,149,67434,64,2,1543470576.97482,1543470576.97484,1543470576.97501,1543470576.97836,1543470581.7439,1543470583.04213,1543470583.04219,44.306999999999995,898.0,942.307,2018-11-29 05:49:43.057693,2018-11-29 05:49:43.102000,2018-11-29 05:49:44.000000,i need to send a fax
280033.wav,11.897409724500001,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470583.17555,1543470589.76088,1543470589.86251,1543470589.8627698,1543470589.91676,153,61040,63,1,1543470583.17556,1543470583.17557,1543470583.17575,1543470583.17873,1543470588.2113302,1543470589.76081,1543470589.76087,53.441,1084.0,1137.441,2018-11-29 05:49:49.862559,2018-11-29 05:49:49.916000,2018-11-29 05:49:51.000000,you have to these tickets
5104950.wav,12.9586651779,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470589.9657302,1543470597.30308,1543470597.32043,1543470597.3206902,1543470597.37294,161,85984,64,2,1543470589.96574,1543470589.96576,1543470589.96593,1543470589.9691,1543470595.7758,1543470597.303,1543470597.30306,37.521,642.0,679.5210000000002,2018-11-29 05:49:57.320479,2018-11-29 05:49:57.358000,2018-11-29 05:49:58.000000,tom was on the same bus as i was
2236807.wav,12.721550054300002,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470597.42994,1543470601.59456,1543470601.60287,1543470601.6031199,1543470601.6561801,145,57788,64,1,1543470597.42995,1543470597.42997,1543470597.4301698,1543470597.43311,1543470600.52499,1543470601.59448,1543470601.59454,39.084,358.0,397.084,2018-11-29 05:50:01.602916,2018-11-29 05:50:01.642000,2018-11-29 05:50:02.000000,tom is paralyzed
5916771.wav,12.5106830987,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470601.70572,1543470608.25794,1543470608.30452,1543470608.30468,1543470608.33477,161,66466,64,2,1543470601.70573,1543470601.70575,1543470601.70592,1543470601.7088099,1543470605.9959302,1543470608.25788,1543470608.25792,29.45,666.0,695.45,2018-11-29 05:50:08.304550,2018-11-29 05:50:08.334000,2018-11-29 05:50:09.000000,pound said i looked dumb founded
1027990.wav,13.1552876766,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470608.38146,1543470613.4210901,1543470613.4278,1543470613.42805,1543470613.4814901,155,69020,64,2,1543470608.38147,1543470608.38149,1543470608.38169,1543470608.3848,1543470611.74397,1543470613.42101,1543470613.4210699,37.158,535.0,572.158,2018-11-29 05:50:13.427842,2018-11-29 05:50:13.465000,2018-11-29 05:50:14.000000,com's goal mary's computer
41229.wav,12.4402515199,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470613.53855,1543470619.8489401,1543470619.94401,1543470619.94427,1543470620.0,144,51436,62,1,1543470613.53856,1543470613.5385802,1543470613.5387402,1543470613.54177,1543470618.51215,1543470619.84886,1543470619.8489199,38.945,1017.0,1055.945,2018-11-29 05:50:19.944055,2018-11-29 05:50:19.983000,2018-11-29 05:50:21.000000,as like a battery
2011642.wav,12.4542141493,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470620.0466301,1543470623.68341,1543470623.72339,1543470623.72365,1543470623.77654,150,49816,64,1,1543470620.0466402,1543470620.04666,1543470620.04686,1543470620.05029,1543470622.9440699,1543470623.68333,1543470623.6833901,42.56,234.0,276.55999999999995,2018-11-29 05:50:23.723440,2018-11-29 05:50:23.766000,2018-11-29 05:50:24.000000,don't you want to win
5158782.wav,12.5079384953,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470623.8233302,1543470632.33841,1543470632.35177,1543470632.35203,1543470632.4072402,166,82474,64,2,1543470623.8233302,1543470623.82335,1543470623.82352,1543470623.8266,1543470630.98574,1543470632.33833,1543470632.33839,38.183,610.0,648.183,2018-11-29 05:50:32.351817,2018-11-29 05:50:32.390000,2018-11-29 05:50:33.000000,tom was the last to find out about it
1543614.wav,13.421469328299999,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470632.4628901,1543470641.03913,1543470641.24047,1543470641.24074,1543470641.29315,160,81826,64,2,1543470632.4629,1543470632.46292,1543470632.46312,1543470632.46615,1543470638.70724,1543470641.03905,1543470641.03911,51.477,708.0,759.477,2018-11-29 05:50:41.240523,2018-11-29 05:50:41.292000,2018-11-29 05:50:42.000000,tom had no idea where mary went
4664542.wav,12.26195346,1543451584.61764,1543451584.62553,1543451585.1239998,1543451588.34801,1543470641.35655,1543470651.41199,1543470651.49366,1543470651.49383,1543470651.52421,161,74468,64,2,1543470641.35656,1543470641.35658,1543470641.35675,1543470641.3604,1543470649.3204699,1543470651.4119,1543470651.41197,75.30499999999998,431.0,506.305,2018-11-29 05:50:51.493695,2018-11-29 05:50:51.569000,2018-11-29 05:50:52.000000,tom is going to get through this
